Name,Age,Manipulation Capacity,Analitical Capacity,Computer Skills,Teamwork,Self Learning,Best Career
Person_246,57,6.925606191364917,9.682871555326155,5.167703249820076,6.005579178206815,6.6899045104958805,Biomedical Engineer
Person_247,51,6.517292683038768,9.021640547278963,7.496101487384603,5.890295977445087,6.297998980829985,Software Engineer
Person_248,34,9.040627257458608,7.714546890759205,3.8504248500391354,6.508674983836385,7.00112561249337,Mechanical Engineer
Person_249,29,9.913276978542825,7.165737236331291,2.5099511416050815,7.110680096209291,6.904179993228084,Civil Engineer
Person_250,28,7.409407235385195,9.627389466505079,3.5383844392418426,5.2460526317686185,7.688132789086098,Aerospace Engineer
Person_251,40,8.597622515252835,7.768435944389334,5.5257612844275386,3.387878430911666,6.550826265860596,Electrical Engineer
Person_252,53,8.076501362278036,7.597198870686578,4.385373710649049,5.41221062214625,5.557222018961282,Materials Engineer
Person_253,44,9.726581341649828,7.35959212961637,3.539046952139075,7.219337991539522,6.883073117922299,Civil Engineer
Person_254,34,7.382004894557177,8.169838023043846,5.435739794044984,6.489012468876026,7.155611001883054,Biomedical Engineer
Person_255,27,7.352057308673645,8.629953840022475,4.924950046517352,5.876442344510883,6.493816169979465,Materials Engineer
Person_256,53,8.578612991126539,8.080214641988412,3.008348286244174,6.7310683519072,7.836424185005939,Mechanical Engineer
Person_257,31,6.560105735005531,9.546973644036008,5.455251519177403,6.324946866265362,7.5946394927014484,Biomedical Engineer
Person_258,28,6.389484498667115,8.987100583041752,6.437799730853283,5.188660701416957,6.275787407182083,Biomedical Engineer
Person_259,51,8.96046250087054,7.303035817435611,2.4343814663986674,7.512632855500564,5.65254887839442,Civil Engineer
Person_260,24,8.802633541604235,7.226891129602541,4.612424099927711,6.779362115407419,6.149416979293091,Mechanical Engineer
Person_261,28,8.674491313176459,8.6652663725179,5.453404768652676,4.911912678516796,7.879428390601918,Electrical Engineer
Person_262,47,8.767470878419138,7.646866298788612,4.382625180586153,3.5872176736258985,7.744198673663166,Electrical Engineer
Person_263,48,7.183104141513491,8.056148466012836,5.496583243952009,7.720180135900839,6.6560025232847275,Industrial Engineer
Person_264,37,8.267158422927002,7.690991411219404,3.415403280939234,5.51210988842289,7.8797103408900355,Mechanical Engineer
Person_265,40,7.422088048018729,9.74209141761702,3.5211095496845246,4.419747199617987,6.19506917385373,Aerospace Engineer
Person_266,58,7.61836302096768,7.695595239196315,5.5205646421484325,3.1249361103282247,7.859379208759095,Electrical Engineer
Person_267,50,7.425824691177466,8.52538867222585,5.4319622904806035,3.412152096596634,7.084774896236146,Electrical Engineer
Person_268,54,7.48052462177572,9.116902167854771,5.571591577426737,5.076508862530479,6.982084408651475,Biomedical Engineer
Person_269,27,9.391405261986158,7.857760957283423,3.1411481873699305,6.43712186213517,6.6155433284996725,Civil Engineer
Person_270,37,7.0486129399613064,8.086765940307396,3.432367378643625,5.370667609925324,6.7182366992084575,Chemical Engineer
Person_271,50,6.586237799821911,8.130396189330682,3.0901828156510573,5.142947872420868,5.825922788953584,Chemical Engineer
Person_272,30,6.741498653171792,9.1983971321047,6.985572716468571,6.3409343296727085,6.040323760230273,Biomedical Engineer
Person_273,26,8.75821460461995,8.853946749715876,4.904933922095213,4.842748058958113,6.457046437853844,Materials Engineer
Person_274,23,5.719900180985186,7.7365092831182345,5.886238549664075,7.241715365562596,6.6986891890333125,Environmental Engineer
Person_275,49,8.107575254896302,8.012892987948929,5.984807669036472,3.328103614352366,7.641921018500591,Electrical Engineer
Person_276,49,7.860888570658023,8.74523236683245,4.981166178301997,4.388495189507806,6.963099113745338,Aerospace Engineer
Person_277,41,7.38210831524362,9.654569643019409,3.620408085749088,4.509003648472444,7.787814104004604,Aerospace Engineer
Person_278,46,8.985158022038258,6.505224633418191,3.233801027724164,6.614545917299134,5.359186162977151,Civil Engineer
Person_279,56,7.809677619559283,9.365806957888214,6.558754959154062,5.483915892791613,6.175619815113185,Biomedical Engineer
Person_280,47,6.598342265766743,6.5887408389841395,5.637513234144009,6.268796757284911,5.001162211924785,Environmental Engineer
Person_281,50,8.631579201601708,8.549855686084099,4.754641386591841,4.686424570978031,6.496275325160948,Aerospace Engineer
Person_282,30,5.437737416052746,6.584088941509698,6.9406621223999405,7.388357380833097,6.8498355716063095,Environmental Engineer
Person_283,41,6.50314965216758,8.341068711301368,4.6299613278147635,8.041452031621963,6.139781900450597,Industrial Engineer
Person_284,51,9.838990544079705,7.352868193368341,2.3658989401826975,7.418930597566284,5.995133575153626,Civil Engineer
Person_285,49,6.653950842027704,6.9195631262779465,5.90874648752894,6.021060436385643,6.541178120990301,Environmental Engineer
Person_286,55,7.491373424529827,8.808281836709252,3.3699193455226006,4.084368911577295,5.00695853202668,Materials Engineer
Person_287,30,7.6458655016669335,8.02539972274561,5.159326104987722,6.2881479709918215,6.820945782350351,Biomedical Engineer
Person_288,58,5.131759884257006,6.714319378751227,5.140976729921471,7.37397229693781,6.500260653774305,Environmental Engineer
Person_289,36,9.161771893726918,6.62688948846714,2.583419435064755,7.521228575040512,5.431986858389158,Civil Engineer
Person_290,54,6.832483483123434,7.70718714331918,6.273612515720705,6.44315288319723,6.971947174249477,Environmental Engineer
Person_291,47,9.424892256766027,8.656613493912218,3.533914467069411,6.210850970220925,7.3146812093800975,Mechanical Engineer
Person_292,35,7.124057376462052,8.929296772748847,5.765763594672552,4.794238512465069,6.748713643716151,Electrical Engineer
Person_293,52,8.716352799677697,8.604461204790448,3.0324763771876118,5.452591738011827,6.639745506765629,Mechanical Engineer
Person_294,31,5.579404922321347,7.578108635359711,5.416767908851181,6.838562143055612,6.486607071583746,Environmental Engineer
Person_295,45,6.304087836219662,8.456400165202233,7.672561054318699,4.571639124124745,6.007627272907957,Software Engineer
Person_296,35,6.954327755785131,6.780242173343558,5.025609160539881,6.743425233793772,6.327599779180317,Environmental Engineer
Person_297,42,7.33612083754703,9.348894241908956,4.8782711085044514,5.5685125323687,6.759950937069697,Aerospace Engineer
Person_298,26,8.689346732955755,7.360192114768436,4.646469491161606,6.757493333528989,6.89354912531635,Mechanical Engineer
Person_299,37,6.282894526712311,8.29994377396946,4.831634531081542,7.906036846891331,5.959878543527765,Industrial Engineer
Person_300,38,6.281069566521621,8.722446380258646,6.964177443459452,5.760405510801606,7.4728896710837445,Biomedical Engineer
Person_301,29,7.858637161604787,8.04373078845514,5.515227222295933,6.6504465072538395,6.930337352678162,Biomedical Engineer
Person_302,54,8.624118361140912,8.810856343556939,4.061955544977455,4.063074189003236,6.603169340072409,Materials Engineer
Person_303,51,5.371788710890307,9.636683412627253,7.140408880289306,4.292431810013444,6.668688567797043,Software Engineer
Person_304,38,6.426698260379484,9.465107618132128,7.782063263374563,4.162041560338053,7.640845208999483,Software Engineer
Person_305,38,7.46047790647402,8.905022391287464,4.172354067989211,3.3810762648717194,7.657632389180646,Electrical Engineer
Person_306,33,6.136491564153173,6.127850124810621,6.559372814834516,6.785182185253923,5.536093766545051,Environmental Engineer
Person_307,47,7.884579424657855,8.900367924904709,4.990840270675029,5.060767194011131,6.346848621778186,Materials Engineer
Person_308,46,8.001713530140494,7.138983033210973,3.6126574033113608,6.4966233599654055,7.605996417883992,Mechanical Engineer
Person_309,28,8.961162499155325,9.588998305769657,3.0798592497971384,4.445045016262346,6.652206742764443,Aerospace Engineer
Person_310,53,7.69440474682003,7.091034801075422,4.086816689183148,5.622939457094079,5.1340106920080695,Materials Engineer
Person_311,48,7.547198373281175,8.872918742436468,4.426723966666864,5.3449181814358,6.931385923340832,Aerospace Engineer
Person_312,44,6.867516888403987,9.898615924160714,5.6421566284685225,6.993470425412032,6.774092623829004,Biomedical Engineer
Person_313,35,8.794013808757686,6.552115613559942,2.864044119362095,6.086678899166487,6.451520636739566,Civil Engineer
Person_314,32,8.718538090243321,7.597108067728371,5.134438658521768,4.253198668582132,7.509243791021459,Electrical Engineer
Person_315,22,6.248034224686119,9.281140857426484,8.496871678505276,5.612422394286288,6.739940196802724,Software Engineer
Person_316,53,7.268921509691517,7.912159247987553,4.66003097169185,8.72619284483932,5.146631398083338,Industrial Engineer
Person_317,30,6.1951418994362,7.403247888805421,4.782307244294656,8.533731198943306,6.564135362362421,Industrial Engineer
Person_318,53,6.811790509118127,8.552572498973893,5.661069546734876,5.511133661711419,6.366916513192519,Biomedical Engineer
Person_319,39,9.488888951611205,7.909529731791168,4.644675201726091,6.660539870302983,7.175281173460896,Mechanical Engineer
Person_320,42,8.046247258581003,8.86486001517314,3.907124971236846,5.966349055428349,6.223496266433401,Mechanical Engineer
Person_321,33,6.289918083782864,8.568232192362474,8.805261406727956,4.005209124386987,7.186700569209815,Software Engineer
Person_322,27,7.959056869326443,8.622067708343849,4.412023333965101,8.508764613053023,6.650734304490812,Industrial Engineer
Person_323,40,8.503704624454539,9.265863680250055,4.8683014370280056,4.297334317547349,7.448830364884325,Aerospace Engineer
Person_324,26,6.36573388517574,8.442480643551837,5.042634824031827,8.089370843291322,6.862354843289074,Industrial Engineer
Person_325,33,8.726886055775228,8.341186353923728,3.2620576247810242,5.8020264138021185,6.155468503502601,Mechanical Engineer
Person_326,31,6.271396966420475,8.66598467519132,7.907026100290912,4.396329670386633,7.528907323253496,Software Engineer
Person_327,35,7.53091005089296,7.169647839280174,4.182859144981381,6.380906102002811,5.028793398083128,Chemical Engineer
Person_328,39,7.28640395650324,9.95409110112545,5.397679927139373,5.946366759659089,6.390587827363749,Biomedical Engineer
Person_329,50,8.184565500613981,9.411042834004318,3.0924985499548443,4.5650708454370275,6.333659294501199,Aerospace Engineer
Person_330,54,6.6614955777602765,8.622038278396897,3.903951972754517,5.269021541034507,5.412644722719415,Chemical Engineer
Person_331,29,8.46008707056625,7.7585085119826545,2.1190409511722335,6.543881569087054,5.0989096611698095,Civil Engineer
Person_332,25,8.959886935429726,9.503318056511945,3.970621375239857,4.571938558866304,7.7881939837032155,Aerospace Engineer
Person_333,25,6.982180075111171,6.055004492759962,5.659438445097749,6.255428078407665,5.4644810607757135,Environmental Engineer
Person_334,23,8.480280504244107,8.956096242389094,5.193710377932501,4.1493141501674895,6.6573824963752415,Electrical Engineer
Person_335,38,7.475576763110715,9.474594762878256,3.105301376103875,5.395359624812004,7.4309654472011575,Aerospace Engineer
Person_336,29,8.564963096340017,7.967982679525461,4.323972727003928,4.760686236200323,7.784554060971981,Electrical Engineer
Person_337,38,8.58955503498817,7.804774262112744,2.102097844979914,7.096435658245746,5.9282127196144785,Civil Engineer
Person_338,56,6.153126889248361,8.770560630951502,3.392795118753645,5.888063458965723,6.896693655561402,Chemical Engineer
Person_339,24,6.435457988420158,7.846499660374257,5.262720150953497,7.371932943427494,5.9247267597004365,Environmental Engineer
Person_340,41,8.54481156374864,9.907578557255695,3.4698145431858505,5.439585854286978,7.884283104327195,Aerospace Engineer
Person_341,40,9.95409229634487,6.772412631727658,2.5864075738651473,7.352409989558032,6.410880284457491,Civil Engineer
Person_342,29,5.697959359183915,9.902249709945382,8.219438245030387,5.777659357296825,6.089941027814424,Software Engineer
Person_343,30,6.701712587485147,6.6353754216940075,6.7396022686740995,6.11563636717095,5.751389715063652,Environmental Engineer
Person_344,51,5.097227926882187,9.041706539232601,7.258485712952096,5.5931301619791824,7.8579113647487135,Software Engineer
Person_345,28,7.11414810570213,8.74140039646297,5.701894142842053,4.977560304127741,7.092986399341569,Electrical Engineer
Person_346,30,5.467805548127686,6.150929878823239,5.716128368306787,6.061456927128754,5.990063994103704,Environmental Engineer
Person_347,51,7.882446620632132,9.962715440763679,5.8521600277078525,6.711848917970424,7.853481795152761,Biomedical Engineer
Person_348,39,8.7856665888761,8.99544987732507,4.706988028950612,4.3596820879225975,6.176260223538753,Materials Engineer
Person_349,32,8.777618666525234,7.101677665332588,3.608071344551452,6.79599532988485,6.180368137287743,Civil Engineer
Person_350,24,7.331778436405269,7.570450370264926,4.448382539738827,7.649103443083079,6.108913853853045,Industrial Engineer
Person_351,28,5.591330926004621,8.724694589388685,7.553836368170368,5.738423833888046,7.45032619606951,Software Engineer
Person_352,37,9.48843559413899,8.832816760723043,4.272434080756408,5.345455491516989,6.021165167529237,Mechanical Engineer
Person_353,25,8.327199177501772,8.539191948904012,4.589363519829549,5.75146150796251,7.594025852684239,Mechanical Engineer
Person_354,45,9.972519942214085,7.617732621462719,2.802082096953165,7.93184879029017,6.899234561103756,Civil Engineer
Person_355,28,5.240747086312535,8.669249024559154,8.106268453062413,5.517696445596126,7.824371897759894,Software Engineer
Person_356,40,9.511170747129418,7.374724420332037,2.4966951381014577,6.4890067766461765,5.141167434115505,Civil Engineer
Person_357,30,8.362794468260265,7.024525135052794,5.879244381933967,4.687242270982928,7.7630591004432885,Electrical Engineer
Person_358,58,7.137713231086218,8.348664177826727,6.4231230705436495,5.543742453015209,7.580316442139949,Biomedical Engineer
Person_359,38,7.3420675289752015,9.202715753141478,3.6245555095812922,5.347761815371993,7.375181313189293,Aerospace Engineer
Person_360,43,7.436977446753967,7.737442967613583,3.969791050171455,4.191455193097244,6.379351960742613,Materials Engineer
Person_361,31,9.149677854918167,6.537204838681831,2.1544384676988395,6.068294390797857,6.069858422280741,Civil Engineer
Person_362,37,7.646683460567522,9.14206385574866,5.042091813065503,6.572365874807535,6.685986660413527,Biomedical Engineer
Person_363,48,8.753637742418382,7.418469838415551,4.94500486627546,6.426984008503562,7.693359411894854,Mechanical Engineer
Person_364,23,7.482124903032407,8.541432628585678,3.243486623022801,5.516215511985185,5.0132601553288065,Chemical Engineer
Person_365,58,7.03647999399476,9.34536620797874,4.109490392203954,5.92699984139956,7.474165218277479,Aerospace Engineer
Person_366,24,9.807949715631786,8.209664294315585,3.9536559536057716,5.855455125349435,6.862015621516866,Mechanical Engineer
Person_367,54,8.941372517087476,8.865351689608769,4.400365103482898,4.915256270496036,7.248697221166767,Electrical Engineer
Person_368,39,7.690208185072303,8.657779013575498,4.181528912780162,6.897873904141771,5.931183470762562,Chemical Engineer
Person_369,29,6.638299876481835,8.91829431939568,5.813955076513919,7.965721974073508,6.5920123654211,Industrial Engineer
Person_370,27,8.88841785339543,8.057225306592471,4.971581779973611,5.693358048463354,7.030537190628321,Aerospace Engineer
Person_371,27,7.622642684885575,7.140940543539304,4.599970759918758,5.798551442357808,6.209085230594677,Materials Engineer
Person_372,50,7.978494435307248,7.692073126763855,5.328985368843343,7.444443215307388,6.967655474571539,Industrial Engineer
Person_373,42,7.768258684162514,7.752007442068148,4.3602938944795895,4.691720011670818,6.201803987619261,Materials Engineer
Person_374,42,7.709241455139614,7.802471755295727,5.103395113204591,8.899553068518138,5.4222846575592705,Industrial Engineer
Person_375,38,8.765087244775081,8.208555952734136,3.879205870760053,5.550896255500003,6.833876954619484,Aerospace Engineer
Person_376,59,6.229349332482721,7.153414536048915,3.9564640659703034,5.90030020521305,5.645925571756064,Chemical Engineer
Person_377,56,8.502992548960918,7.949841718552562,2.601241425553744,6.095495106917847,5.796824014237721,Civil Engineer
Person_378,25,8.13978506691235,7.414199620214205,4.410914382010479,4.574423485913073,6.039304233661141,Electrical Engineer
Person_379,45,7.0710862247480275,9.067514842731942,4.863152074238271,5.3839355322966345,7.744151961856867,Aerospace Engineer
Person_380,29,6.495890566537304,6.772400240157882,6.82167100123202,7.83097683028871,6.990125909175331,Environmental Engineer
Person_381,45,7.600772002523198,7.338866285609441,3.9796063627695286,6.5376065462132935,6.667475624088957,Chemical Engineer
Person_382,50,7.070925238979351,8.65990995909088,5.326018542020125,8.674659618693227,6.054440539365576,Industrial Engineer
Person_383,59,7.935501363180207,7.053809945198629,4.737910510676769,5.210402543756206,5.699652849024017,Materials Engineer
Person_384,57,5.755712705345029,8.285632977401942,8.701620545089664,5.375776706590015,7.919329887055578,Software Engineer
Person_385,52,6.006213447052964,6.130214765760922,5.93513062650247,6.850512900811235,6.615539788644097,Environmental Engineer
Person_386,25,8.313028445042216,7.722484984605936,4.913707877431138,4.126037445875125,6.300770188173881,Materials Engineer
Person_387,39,6.270158956159273,9.81660773592889,6.270955112330575,6.738450754944988,7.7459477506771,Biomedical Engineer
Person_388,48,7.976880936160839,9.410933123108771,3.589484992248858,5.9500600386058995,7.05833476342782,Aerospace Engineer
Person_389,43,8.571798324903236,8.283350148390765,4.673442023590729,5.12925282092763,6.0347754406767455,Materials Engineer
Person_390,35,5.1066418738651125,8.870258644235076,8.735261377810598,4.436164810008288,7.4038005825525,Software Engineer
Person_391,34,5.39407129225926,8.459081406637425,8.404774652368696,4.400470864115631,6.396465639963929,Software Engineer
Person_392,31,5.613255689025817,9.292542710245216,7.2404667686124595,5.312916792745458,6.951788212538846,Software Engineer
Person_393,48,7.744875687633502,8.032468105865746,4.030580416930229,5.561563953734642,6.680360258914436,Materials Engineer
Person_394,23,6.68453240241048,8.136277732198442,3.423952323775496,6.913687818269956,5.585461465104918,Chemical Engineer
Person_395,53,7.335049790584547,8.495033765896428,4.891053646493006,7.312987658432841,5.073315294656867,Industrial Engineer
Person_396,54,5.35497506272593,6.583000592939976,6.503524518201654,7.34877477182167,6.877163429515182,Environmental Engineer
Person_397,56,9.825163968343286,7.205943976478585,4.614558721697146,6.7762443332328886,7.647676725662301,Mechanical Engineer
Person_398,58,7.1334185116180375,8.283580276442354,4.41739828004266,4.314258922361574,7.763142215710371,Aerospace Engineer
Person_399,26,7.140171191538691,7.606598170126812,4.16910082847156,4.85334387110094,6.653629349779239,Electrical Engineer
Person_400,34,7.4941430062853875,7.627431996175871,3.035448806254225,5.358461194001339,6.036294788458066,Chemical Engineer
Person_401,29,7.341900186472277,8.079027319919843,3.5486787897737386,4.057492648189292,6.837446316971642,Materials Engineer
Person_402,36,5.929898118173011,8.97995160549486,7.246312139315204,5.399016464045031,7.495860105408543,Software Engineer
Person_403,57,7.076539029593405,8.067023803451926,4.770163317172399,6.935845840947371,5.960303241369719,Chemical Engineer
Person_404,58,6.232495413126941,9.821966728959193,8.165833252023289,4.712887213080051,7.112936907651081,Software Engineer
Person_405,31,7.305531814335023,7.737477256050946,4.690072238045719,6.294557895156646,6.3866150329074065,Chemical Engineer
Person_406,46,5.503976183632075,8.968460680224817,7.921535527215465,4.939721203014983,6.038237907336071,Software Engineer
Person_407,53,6.893224758938883,8.513481659219373,6.376535511264692,6.507834414932933,7.91272570945352,Biomedical Engineer
Person_408,40,7.367225340094407,7.556874814144651,4.965054177491399,8.272830041458448,6.962892809539475,Industrial Engineer
Person_409,47,8.439611412015719,6.5864665593078735,2.820506543852524,7.110309208840164,6.0642467504617885,Civil Engineer
Person_410,50,7.869016138100352,9.689513820217364,4.198222942852234,5.396321191898182,6.995851683016053,Aerospace Engineer
Person_411,55,7.286981382341723,7.729412438909983,4.716749635396982,5.621843685265388,6.994134604815646,Chemical Engineer
Person_412,36,8.989836637830988,7.908097060584386,4.884722221333947,5.710337778678253,7.2596936560268315,Mechanical Engineer
Person_413,53,6.545336082788802,7.9766738775276895,4.3688203185935075,6.422400216872472,6.585957770938165,Chemical Engineer
Person_414,55,8.659411694498463,7.674687434002732,4.180099982459975,3.2830250377011665,6.26439682923559,Electrical Engineer
Person_415,38,7.872082471952671,7.42040835871744,5.010852026805877,4.7971407003298046,6.732119197597569,Electrical Engineer
Person_416,44,7.272862198890644,8.145782568623185,5.053521198103363,6.549948142103393,6.108991784861635,Biomedical Engineer
Person_417,35,7.612066427081167,8.365144769204207,3.4280932895461445,4.028529577883929,6.323881870011453,Aerospace Engineer
Person_418,26,9.635304799896709,7.585032753192452,3.590093026829049,6.773571630844454,6.907694588437032,Civil Engineer
Person_419,25,8.603456839929034,7.614359241257443,3.190041170466955,4.065984358196476,6.22562621772139,Materials Engineer
Person_420,28,7.180831426284715,8.3562520645438,3.418430801766757,4.529217111391154,6.4236490011395695,Aerospace Engineer
Person_421,55,8.433091326606228,9.477101491085499,4.793689152314066,5.348957246836002,7.343314682718869,Aerospace Engineer
Person_422,31,8.226421356049972,7.884984959932661,4.305381243708246,6.284503098342677,6.653908074446974,Mechanical Engineer
Person_423,22,7.806872726028557,8.78912596210205,4.125672168912022,4.618235597056909,5.630866717303148,Materials Engineer
Person_424,52,6.330612733531618,8.180398983484189,5.144383259753951,7.6081755211090485,6.14469460390576,Industrial Engineer
Person_425,52,6.690838409738307,8.286475328204862,4.965040639038646,5.105160048032001,6.513568987967967,Chemical Engineer
Person_426,52,6.968387829264961,8.353037033505812,4.007211779935764,5.951008441522843,5.997808028009047,Chemical Engineer
Person_427,50,8.606733592681294,8.597470230288998,3.106165317769838,5.269568170648942,7.957735970041946,Mechanical Engineer
Person_428,24,7.142115629409696,8.119641475485533,3.838018727872588,5.756811805739909,6.899329811166952,Chemical Engineer
Person_429,22,9.03854511670021,7.75262675971663,3.4332412214588715,6.032738774694785,6.469547515933752,Mechanical Engineer
Person_430,35,8.835156386816113,7.8655947894548275,3.4899754859981282,6.114229729138843,6.361576720456583,Civil Engineer
Person_431,29,7.597654512541268,7.712580389916102,3.9164154052489906,5.350835480318843,6.7639529129416305,Materials Engineer
Person_432,38,6.130542304143919,8.047811320336168,4.921308148263931,8.089989834500374,5.954926896580724,Industrial Engineer
Person_433,54,7.746200524611399,7.651941754971577,3.3921879320066486,6.097196473076323,5.532698846281852,Chemical Engineer
Person_434,28,6.02587393234126,7.677100266976992,4.557001967001981,6.239969586402254,5.937551848140604,Chemical Engineer
Person_435,39,5.266886792391529,8.590306470476989,8.190735729471076,4.28316099702444,7.666829280162876,Software Engineer
Person_436,42,7.488997812254629,7.444733282823525,5.159277007671638,8.939992348397105,5.544775750796523,Industrial Engineer
Person_437,24,6.93198159606218,9.608277351026583,6.957201344738212,5.36607142295021,6.469014371654886,Biomedical Engineer
Person_438,34,7.54891638302812,8.040378500271565,3.8743094954269424,4.996729530741435,5.339720349580606,Materials Engineer
Person_439,58,7.915348663839311,7.197847647567853,3.541752519597802,4.636690611768029,5.686259156150911,Materials Engineer
Person_440,53,7.685574548545146,7.094529997181832,4.565676375840061,7.2808046668988435,6.173374104373254,Industrial Engineer
Person_441,39,5.1918416398423055,9.627510066524295,8.47363301162933,4.214448872204115,6.047256426267534,Software Engineer
Person_442,50,8.981197109113625,9.549070055207803,4.1868776983191225,4.358433892696972,6.485507798767042,Aerospace Engineer
Person_443,48,8.669496561382923,8.197979864047747,4.380213562112195,3.8585932143046806,7.412599483432391,Electrical Engineer
Person_444,30,9.890913988946448,7.463461523346812,4.247448229773289,6.786648997888895,6.849998237320666,Mechanical Engineer
Person_445,55,8.380640102475605,6.297536427410394,3.2314811112159085,6.992636057585793,6.039264357914149,Civil Engineer
Person_446,31,8.01298787539587,9.371040250656591,4.062031910022582,4.257398142039057,6.880842103760325,Aerospace Engineer
Person_447,58,7.355187776908664,8.376178422379637,6.623681617029483,5.085391994260989,6.1170842693948035,Biomedical Engineer
Person_448,41,7.240846718776474,7.793685196001361,4.5849451708494655,8.461332522381829,6.860977077151914,Industrial Engineer
Person_449,43,6.541448538386398,8.518368746461478,4.615074544960784,6.9588255836847495,5.458949418973405,Chemical Engineer
Person_450,53,6.839223382532672,8.465826845967047,6.145458701078049,5.4559994547039175,6.620814179267423,Biomedical Engineer
Person_451,34,7.118809672258032,7.653503424818511,3.4164889618720324,4.82276852595493,6.2983653159652135,Materials Engineer
Person_452,28,9.288576111217365,7.730682893617696,4.398215494746912,6.389840212873407,6.368915090336948,Mechanical Engineer
Person_453,25,8.40187340459949,7.949920136177305,4.56422705188516,6.963620217383454,7.4975914561412385,Mechanical Engineer
Person_454,31,9.803030882049692,7.282973299609527,3.765850186618175,6.294269410199705,7.8682285567019,Mechanical Engineer
Person_455,22,8.339864956419328,7.495218117319497,5.590955492663552,4.225385021394947,6.708100467673461,Electrical Engineer
Person_456,53,7.701389251446213,8.640771091671315,4.3053183418637015,7.865464586745752,6.164233092134144,Industrial Engineer
Person_457,23,6.56232741608893,8.165391544814668,5.7631894563725545,7.081638034254464,5.700207145440303,Industrial Engineer
Person_458,52,7.453276849372386,8.11701884403601,6.59025493452256,6.364986525721933,7.059182143386094,Biomedical Engineer
Person_459,50,8.452538167271216,8.065906368992158,4.636225831644335,5.074119232191546,6.994173838843267,Materials Engineer
Person_460,22,5.622475335142381,8.261835838730608,7.919312088809312,4.759791960260107,6.364647142336759,Software Engineer
Person_461,23,5.815864267783313,8.554293215477893,7.559318545210134,5.107126995456387,7.885940983723008,Software Engineer
Person_462,28,8.369673076456854,6.055739114821974,3.66756995396301,6.669372462460051,5.676403387012629,Civil Engineer
Person_463,44,6.377617592521548,8.99035161781926,4.363010688522665,8.678139308230616,6.395702867881299,Industrial Engineer
Person_464,51,9.882465450206242,7.8578868678052745,4.478557073016658,6.828472331595437,7.903023492177785,Mechanical Engineer
Person_465,59,8.047415498366489,7.091757070693206,3.394185048176933,5.648029490703834,5.5950001989737075,Materials Engineer
Person_466,24,8.567497069842876,6.339752710261552,2.1647375915489997,7.033251723120908,5.2540761303425985,Civil Engineer
Person_467,49,7.269458742318242,7.646350262708333,4.941074142235385,8.914221681220088,6.548693605040381,Industrial Engineer
Person_468,46,7.7969490302798015,8.841806417018393,4.900093498231472,4.704614101772291,7.439818668285788,Aerospace Engineer
Person_469,34,5.888025124096044,8.949813870971676,8.488302089570357,4.270026914120754,6.16376832720915,Software Engineer
Person_470,48,7.8029987329322354,7.902269854356141,4.212917482345803,6.411695633422861,5.882328067854049,Chemical Engineer
Person_471,53,5.222646124490301,8.354953851235422,8.188669215671819,5.481554796420893,7.835205095568402,Software Engineer
Person_472,50,7.296503541459398,9.085606673868325,3.829589945157692,4.6530191234771365,7.962321610256159,Aerospace Engineer
Person_473,29,8.930852192296078,8.816446209136007,4.0693947947644435,4.587280998104815,5.100633020079111,Materials Engineer
Person_474,22,7.058171268919361,8.110895051978549,3.224201281486593,4.1485364451361715,7.231635686040648,Aerospace Engineer
Person_475,53,9.296978683943625,7.065080885183127,3.3303685896566857,5.275942384552823,7.525684469789333,Mechanical Engineer
Person_476,51,7.463740628934175,7.962012576610336,4.11914106370759,4.865311258706742,6.1363525782617145,Materials Engineer
Person_477,58,9.239888840360196,7.791505555701598,3.7573423157192423,6.528797238021245,6.350456277262396,Civil Engineer
Person_478,33,7.527066134940067,8.897307331924623,4.979908430888517,4.6226036645659265,7.062198679669491,Aerospace Engineer
Person_479,23,7.825541499019946,8.549334271875857,5.660821098990628,6.658634819594031,7.7609148836472155,Biomedical Engineer
Person_480,36,8.985856558282945,9.11442365315924,4.262357379101213,5.281100912177775,6.993678948307396,Aerospace Engineer
Person_481,57,8.027765012555948,7.503288183885717,4.736008407450662,4.81916377195136,5.09135926826148,Materials Engineer
Person_482,33,5.907173448079963,6.767571540924095,5.321460159963471,7.896488734091184,6.459559404873578,Environmental Engineer
Person_483,37,6.813842971331006,7.89057891375847,5.842716959001055,7.886493185317197,5.1590035152152005,Industrial Engineer
Person_484,56,7.70586051519493,9.219796983492643,5.04464994161266,5.905010928208135,7.665662196175068,Biomedical Engineer
Person_485,52,6.142975317327768,8.730802861165527,5.904088576063052,5.441130975537576,6.052406796105613,Biomedical Engineer
Person_486,34,8.96014272696274,8.463072876286198,4.567669692048025,5.291880225158562,5.8942611288701,Materials Engineer
Person_487,58,9.216740344529642,8.669992341128602,3.7784025952602875,6.819792374902821,6.326208090550651,Mechanical Engineer
Person_488,29,8.392690263346607,7.124535070049162,5.794703960533974,3.5260426192945853,7.392680931028539,Electrical Engineer
Person_489,46,6.252570464008508,7.432224245598331,5.668302013275842,7.7066217697590105,6.139648469901995,Environmental Engineer
Person_490,57,8.184568268271333,6.173991669060485,3.4692582921357524,7.416173335449973,6.0890013957137565,Civil Engineer
Person_491,47,8.067364640044781,6.103988783078499,2.099740341525551,6.759535774953896,6.172869731835265,Civil Engineer
